Job_Titles,Company_Names,Experience_Required,Package_Details,Locations,Skills,Post_Url,Post_Time
Senior Specialist/ Specialist - Data Validation,Common Service Centres (CSC),8-13 Yrs,Not disclosed,Remote,E-learningOnline marketingProject managementAnalyticalToolsBusiness planningInternet marketingSEO,https://www.naukri.com/job-listings-title-r-d-engineer-data-engineering-and-ops-mlops-devops-common-service-centres-csc-new-delhi-delhi-2-to-7-years-191023004512,9 Days Ago
Data Engineer ( Data Science ),Hitachi Ltd.,2-5 Yrs,Not disclosed,Bangalore/Bengaluru(Koramangala),UnixC++AutomationShell scriptingWorkflowApacheOpen sourceAnalytics,https://www.naukri.com/job-listings-sr-data-engineer-hitachi-ltd-remote-2-to-4-years-181023500809,9 Days Ago
Data engineer,Skilfil Consultants,3-8 Yrs,Not disclosed,Pune,Analytical skillsData validationInterpersonal skillsExcelIntellectual propertyManagementMS OfficeProject delivery,https://www.naukri.com/job-listings-sr-data-engineer-bengaluru-wfo-skilfil-consultants-bangalore-bengaluru-15-to-20-years-170523009535,17 Days Ago
SAP HCM Data Migration Support -Senior Associate,Synechron,3-7 Yrs,Not disclosed,Pune,Cloud computingCodingShell scriptingMachine learningIntegration testingAgileBusiness intelligenceGaming,https://www.naukri.com/job-listings-sr-data-engineer-synechron-pune-5-to-9-years-141023500677,13 Days Ago
Tech Lead- Data Engineer,Synechron,2-3 Yrs,Not disclosed,Pune,ScalabilityCloudBack officeSSISOperationsData warehousingAnalyticsSalesforce,https://www.naukri.com/job-listings-senior-data-engineer-synechron-pune-5-to-9-years-141023500676,13 Days Ago
Tech Lead- Data Engineer,Synechron,5-7 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra",PayrollData migrationData validationExcelSAP HCMMS AccessHRISPeopleSoft,https://www.naukri.com/job-listings-data-engineer-synechron-pune-5-to-9-years-141023500665,13 Days Ago
Tech Lead- Data Engineer,Cummins,5-7 Yrs,Not disclosed,Gurgaon/Gurugram,Digital mediaArchitectureSocial mediaAgileManager TechnologyData processingInvestment managementAnalytics,https://www.naukri.com/job-listings-data-architect-cummins-pune-maharashtra-8-to-12-years-120923004505,11 Days Ago
Data Engineer,Essencemediacom Canada,5-7 Yrs,15-25 Lacs PA,"Gurgaon/ Gurugram, Haryana",Digital mediaArchitectureSocial mediaAgileManager TechnologyData processingInvestment managementAnalytics,https://www.naukri.com/job-listings-tech-lead-data-engineer-essencemediacom-canada-gurgaon-gurugram-5-to-7-years-111023501689,16 Days Ago
Data Solution Consultant,Amantya Technologies,5-7 Yrs,Not disclosed,Hybrid - Gurgaon/Gurugram,Digital mediaArchitectureSocial mediaAgileManager TechnologyData processingInvestment managementAnalytics,https://www.naukri.com/job-listings-data-engineer-amantya-technologies-gurgaon-gurugram-haryana-6-to-10-years-111023005369,17 Days Ago
Data Engineer,Paramount HR,2-7 Yrs,25-35 Lacs PA,"Hybrid - Gurgaon/ Gurugram, Haryana",Google AnalyticsExcelMISAnalyticalMySQLData collectionpower biAdvanced Excel,https://www.naukri.com/job-listings-azure-data-engineer-architect-paramount-hr-gurgaon-gurugram-10-to-20-years-091023906530,18 Days Ago
Financial Analyst,Sutra Services,1-4 Yrs,Not disclosed,"Kochi/Cochin, Gurgaon/Gurugram",StaffingAnalyticalSchedulingWindowsForecastingMonitoringSQLBusiness operations,https://www.naukri.com/job-listings-azure-data-architect-sutra-services-gurgaon-gurugram-haryana-5-to-10-years-091023001349,19 Days Ago
Manager Business Intelligence - Analytics,Invenics,0-3 Yrs,Not disclosed,Gurgaon/Gurugram,metadataData validationCompliancedata securityKPIData qualityData warehousingAnalytics,https://www.naukri.com/job-listings-data-engineer-senior-consultant-invenics-kochi-cochin-gurgaon-gurugram-5-to-8-years-080623500901,30+ Days Ago
Process Analyst,Intuitive Apps,7-12 Yrs,10-13 Lacs PA,"Hybrid - Pune, Maharashtra, Chennai, Tamil Nadu, Mumbai (All Areas)",Financial AnalysisExcelFinancial Statement AnalysisBalance Sheet AnalysisRatio AnalysisAnalysisBalance SheetFinance,https://www.naukri.com/job-listings-azure-data-engineer-intuitive-apps-gurgaon-gurugram-4-to-8-years-051023500932,22 Days Ago
Program and Project Management Manager,Compunnel,0-0 Yrs,Not disclosed,Gurgaon/Gurugram,Forecasting & Predictive AnalyticsAnalytical SkillsData MiningData Mining ToolsModelingData Warehousing ConceptsAnalytical SkillAnalytics,https://www.naukri.com/job-listings-data-modeller-compunnel-pune-maharashtra-chennai-tamil-nadu-mumbai-all-areas-4-to-8-years-041023010829,5 Days Ago
CN- Strategy- MC- Industry X Product/Platforms Engineering- Consultant,Proso Ai Technologies Ltd,7-11 Yrs,14-22.5 Lacs PA,"Noida, Uttar Pradesh",ExcelExcel Report PreparationExcel SheetMS OfficeExcel ReportingReport preparationOfficeReporting,https://www.naukri.com/job-listings-enterprise-data-architect-proso-ai-technologies-ltd-gurgaon-gurugram-5-to-10-years-030723501851,30+ Days Ago
Consultant,Careernet Technologies,6-11 Yrs,Unpaid,"Guwahati, Indore, Ghaziabad, Lucknow, Gurgaon/Gurugram",BPObig data analyticsArtificial IntelligenceProject managementSTPProcurementProcess engineeringMarketing communication,https://www.naukri.com/job-listings-data-engineer-devops-mlops-careernet-technologies-noida-uttar-pradesh-2-to-5-years-010823004310,9 Days Ago
Insights and Outcomes Developer,North West Carrying Company,2-4 Yrs,Not disclosed,Gurgaon/Gurugram,Product EngineeringProduct StrategyData analysisClient Stakeholder ManagementBusiness analysisCompetitive analysisMarket researchFinancial services,https://www.naukri.com/job-listings-data-engineer-nwcc-logistics-pvt-ltd-guwahati-indore-ghaziabad-lucknow-gurgaon-gurugram-3-to-5-years-010323500634,Starts in 1-3 months
"Assistant Manager, Internal Audit",Data Channel,4-8 Yrs,Not disclosed,"Panipat, Rewari, Chandigarh, Yamunanagar, Faridabad, Sonipat/Sonepat, Gurgaon/Gurugram, Hissar/Hisar",advanced analyticsData managementdata scienceGCPMachine learningCloudData analyticsdata visualization,https://www.naukri.com/job-listings-customer-success-consultant-data-channel-gurgaon-gurugram-3-to-5-years-300123502155,30+ Days Ago
Executive GWO Inquiry,Data Infovision,5-7 Yrs,Not disclosed,Gurgaon/Gurugram,Power BiSSASSSRSData AnalyticsExcel VbaData PipelineData AnalysisData Modeling,https://www.naukri.com/job-listings-ux-ui-designer-data-infovision-panipat-rewari-chandigarh-yamunanagar-faridabad-sonipat-sonepat-gurgaon-gurugram-hissar-hisar-2-to-5-years-290118500754,30+ Days Ago
SDE 3- Distributed SQL,Galytix Analytics,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,Finance ManagerManager Internal AuditAutomationInternal AuditorUS GAAPTeam managementCosoAssistant Manager Internal Audit,https://www.naukri.com/job-listings-data-engineer-galytix-gurgaon-gurugram-8-to-13-years-270922501200,30+ Days Ago
MIS Executive,Anaqua,8-13 Yrs,Not disclosed,"Warangal, Hyderabad/Secunderabad, Nizamabad",Service deliveryAdministrationService leveldata reportingService excellencetransaction managementPeopleSoftSupport services,https://www.naukri.com/job-listings-senior-specialist-specialist-data-validation-anaqua-gurgaon-gurugram-2-to-5-years-260822501766,30+ Days Ago
AWS Architect,Flutter,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,C++RUSTMultithread Programmingdistributed systemsData Structures And AlgorithmsJavaCdata analytics,https://www.naukri.com/job-listings-data-engineer-data-science-flutter-international-warangal-hyderabad-secunderabad-nizamabad-3-to-8-years-231023500892,4 Days Ago
Azure Developer,Intuitive Apps,5-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Gurgaon/Gurugram",MIS PreparationMISVLOOKUPData AnalysisHLOOKUPPivot TableData ValidationSUMIF,https://www.naukri.com/job-listings-data-engineer-intuitive-apps-gurgaon-gurugram-3-to-7-years-210923501792,30+ Days Ago
Risk Advisory IA Telecom Senior,alight,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,advanced analyticsData managementdata scienceGCPMachine learningCloudData analyticsdata visualization,https://www.naukri.com/job-listings-sap-hcm-data-migration-support-senior-associate-alight-hyderabad-secunderabad-gurgaon-gurugram-2-to-3-years-200123501866,30+ Days Ago
AWS Datafactory Architect,Mplatform,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,Azuredata analyticstesting toolsPAAStest planningAzure Developersoftware quality assuranceproject life cycle,https://www.naukri.com/job-listings-tech-lead-data-engineer-mplatform-gurgaon-gurugram-5-to-7-years-190823500829,30+ Days Ago
Power BI Developer,Mindshare Solutions,8-13 Yrs,Not disclosed,Gurgaon/Gurugram,TelecomManager Internal AuditProcess consultingExcelAnalyticalrisk consultingEMPGap analysis,https://www.naukri.com/job-listings-tech-lead-data-engineer-mindshare-solutions-gurgaon-gurugram-5-to-7-years-190823500816,30+ Days Ago
SAP NATIVE HANA Professional,Mindshare,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,CloudPerformance tuningWeb servicesPAASArchitectural designCompetency developmentData factoryData analytics,https://www.naukri.com/job-listings-tech-lead-data-engineer-mindshare-india-pvt-ltd-gurgaon-gurugram-5-to-7-years-190823500815,30+ Days Ago
People Program Associate Manager,Valueonshore,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,Power BIdata analyticstesting toolsunit testingtest planningsolution deliverysoftware quality assuranceproject life cycle,https://www.naukri.com/job-listings-data-engineer-valueonshore-advisors-gurgaon-gurugram-5-to-7-years-100822500271,30+ Days Ago
Snowflake Architect,TN Business Services,3-7 Yrs,Not disclosed,"Dehradun, Hyderabad/Secunderabad, Gurgaon/Gurugram",SAP NATIVE HANAdata analyticssolution designNative HANASAP HANA XSsap hanadigital transformationfinance,https://www.naukri.com/job-listings-data-solution-consultant-tn-business-services-private-limited-gurgaon-gurugram-2-to-7-years-091122500525,30+ Days Ago
MongoDB Admin,Torcai Digital Media,8-12 Yrs,3.5-5 Lacs PA,Hybrid - Delhi / NCR,HR program deliveryHR programsbusiness relationshipProgram ManagementChange managementHR analyticsData AnalyticsManagement,https://www.naukri.com/job-listings-data-engineer-torcai-digital-media-dehradun-hyderabad-secunderabad-gurgaon-gurugram-1-to-4-years-070823500217,30+ Days Ago
IT Delivery professional,Emend Data Analytics And Risk Consulting Llp,5-9 Yrs,Not disclosed,Mumbai (All Areas),Snowflakedata analyticssoadesign patternsdigital transformationarchitectureDigitalData,https://www.naukri.com/job-listings-financial-analyst-emend-data-analytics-and-risk-consulting-llp-delhi-ncr-0-to-3-years-101023010794,17 Days Ago
Informatica Developer,Tech Mahindra,8-12 Yrs,1-1.5 Lacs PA,"Mysore/ Mysuru, Karnataka",MongoDBdata analyticsMongoDB adminAnalyticsDataAdministration,https://www.naukri.com/job-listings-manager-business-intelligence-analytics-tech-mahindra-mumbai-all-areas-7-to-12-years-041023007156,24 Days Ago
Bigdata Architect,Empulse Research And Data Analytics,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,IT deliveryAzure StackDevOpsAzuredata analyticsdesign patternssolution developmentData,https://www.naukri.com/job-listings-process-analyst-empulse-research-and-data-analytics-mysore-mysuru-karnataka-0-to-0-years-051023007876,22 Days Ago
Manager,Accenture,8-12 Yrs,Not disclosed,Gurgaon/Gurugram,InformaticaAgileDesign developmentData analyticsTest casesSDLCDataDesign,https://www.naukri.com/job-listings-program-and-project-management-manager-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-270923910220,30 Days Ago
Manager,Accenture,8-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",BigdataPerformance tuningArchitectural designSCALACompetency developmentData analyticsService Oriented Architecturedigital transformation,https://www.naukri.com/job-listings-cn-strategy-mc-industry-x-product-platforms-engineering-consultant-accenture-solutions-pvt-ltd-gurgaon-gurugram-6-to-11-years-270823901125,11 Days Ago
Product Manager App,Tredence,8-10 Yrs,Not disclosed,"Hybrid - Bangalore/ Bengaluru, Karnataka",AssuranceData managementdata securityGCPData ArchitectArchitectural designAgileData analytics,https://www.naukri.com/job-listings-consultant-tredence-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-4-years-131023501434,14 Days Ago
SAP CO Management Accounting Technology Consulting Practitioner,OSB India,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,AssuranceData managementdata securityData ArchitectArchitectural designAgileData analyticsBusiness intelligence,https://www.naukri.com/job-listings-insights-and-outcomes-developer-osb-india-bangalore-bengaluru-karnataka-4-to-8-years-131023009234,14 Days Ago
Datastage Lead,Altisource,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,Product managementBusiness administrationUser researchSoftware development methodologiesAnalyticalCompetitor analysisAgile developmentProduct life cycle management,https://www.naukri.com/job-listings-assistant-manager-internal-audit-altisource-business-solutions-pvt-ltd-bangalore-bengaluru-5-to-7-years-280923501834,29 Days Ago
Spark Scala Developer,Avery Dennison,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,SAPSAP CO Managementchartered accountantproject managementmanagement accountingdata analyticstechnology consultingagile,https://www.naukri.com/job-listings-executive-gwo-inquiry-avery-dennison-india-pvt-ltd-bangalore-bengaluru-3-to-6-years-280623500116,30+ Days Ago
SAP FI Asset Accounting Technology Consulting Practitioner,Amazon,5-8 Yrs,Not disclosed,Gurgaon/Gurugram,Datastagedata analyticsdata modelingtesting toolsDB2Cloudtest planningsoftware quality assurance,https://www.naukri.com/job-listings-sde-3-distributed-sql-amazon-bangalore-bengaluru-8-to-13-years-270923006481,30+ Days Ago
AWS Redshift Developer,Smartcall Infotech,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Bigdatadata analyticstesting toolssparkscalatest planningsolution deliverysoftware quality assurance,https://www.naukri.com/job-listings-mis-executive-smartcall-infotech-gurgaon-gurugram-1-to-3-years-240921003011,10 Days Ago
Sr. Software Engineer,Tredence,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,AutomationSAPAgileOracleDevOpsArtificial IntelligenceRelationship buildingBlockchain,https://www.naukri.com/job-listings-aws-architect-tredence-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-8-years-131023501435,14 Days Ago
Customer Service Lead,Infosys,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,AWSWeb servicesPAASDesign developmentData analyticsCloud Platformperformance engineeringTest cases,https://www.naukri.com/job-listings-azure-developer-infosys-limited-bangalore-bengaluru-5-to-10-years-121023911238,15 Days Ago
Risk Advisory Anti-bribery and Corruption,KPMG Global Services Private Limited,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,Automationgithubdata securityPharmaAgileData analyticsJIRAData warehousing,https://www.naukri.com/job-listings-risk-advisory-ia-telecom-senior-kpmg-india-bangalore-bengaluru-3-to-6-years-120823500784,30+ Days Ago
Consultant- MS Technology Developer,Infosys,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,BPOService LeadOutboundTicketingMISE-commerceData analyticsCustomer service,https://www.naukri.com/job-listings-aws-datafactory-architect-infosys-limited-bangalore-bengaluru-8-to-13-years-111023909576,16 Days Ago
Operations Engineer,Infosys,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,Client handlingRisk advisoryDue diligenceExcelAnalyticalForensicData analyticsMS Office,https://www.naukri.com/job-listings-power-bi-developer-infosys-limited-bangalore-bengaluru-5-to-10-years-111023906740,17 Days Ago
Consultant Freelancer,Infosys,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,SDLC Life cycleMS AccessProcess documentationDesign developmentManager Technologypower biDeploymentData analytics,https://www.naukri.com/job-listings-sap-native-hana-professional-infosys-limited-bangalore-bengaluru-5-to-10-years-111023906738,17 Days Ago
GRCS-P Internal Audit Associate Consultant,Accenture,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,Linuxbig data analyticsPostgresqlShell scriptingMachine learningCloudInfrastructureData processing,https://www.naukri.com/job-listings-people-program-associate-manager-accenture-solutions-pvt-ltd-bangalore-bengaluru-3-to-7-years-111023904374,17 Days Ago
Global Project Manager,Infosys,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,Engineering servicesManager TechnologyData analyticsMechanical engineeringAnalyticsQuestPythonTesting,https://www.naukri.com/job-listings-snowflake-architect-infosys-limited-bangalore-bengaluru-8-to-12-years-101023911768,17 Days Ago
Solution Architect (AWS),Infosys,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Internal Audit AssociateData analysisManager Internal AuditComplianceRisk assessmentRelationship buildingManagementRisk management,https://www.naukri.com/job-listings-mongodb-admin-infosys-limited-bangalore-bengaluru-5-to-9-years-101023911766,17 Days Ago
Lead Python Backend Developer,Infosys,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Project ManagementInternal CommunicationContentNewslettersDigital MarketingManagement SkillsData AnalyticsCorporate Affairs,https://www.naukri.com/job-listings-it-delivery-professional-infosys-limited-bangalore-bengaluru-8-to-12-years-101023911764,17 Days Ago
Business analytics and Marketing Management Faculty / TPO,Infosys,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,Analytical skillsDTSTranslationArchitectureConsultingSiemensData analyticsAWS,https://www.naukri.com/job-listings-informatica-developer-infosys-limited-bangalore-bengaluru-3-to-5-years-101023911664,17 Days Ago
Principal Product Manager,Infosys,1-6 Yrs,Not disclosed,Bangalore/Bengaluru,BackendGITCodingConsultingArchitectural designSiemensScrumData analytics,https://www.naukri.com/job-listings-bigdata-architect-infosys-limited-bangalore-bengaluru-8-to-12-years-101023911661,17 Days Ago
SAS Developer,PwC,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,Analytical SkillsR ProgramCommunication SkillsPythonBig Data AnalyticsTime ManagementBusiness AnalyticsAdaptability,https://www.naukri.com/job-listings-manager-pricewaterhouse-coopers-private-limited-bangalore-bengaluru-8-to-10-years-101023501853,17 Days Ago
Director COE_ Analytics & Business Intelligence,PwC,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,Product managementUser researchData analysisdata scienceManager TechnologyCommerceManagementAnalytics,https://www.naukri.com/job-listings-manager-pricewaterhouse-coopers-private-limited-bangalore-bengaluru-8-to-10-years-101023501842,17 Days Ago
Tech Lead,Sportstech Brands Holding Gmbh,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,Data analyticstablueautesting toolstest planningsoftware quality assurancedesign principlesdigital transformationsql,https://www.naukri.com/job-listings-product-manager-app-sportstech-brands-holding-gmbh-bangalore-bengaluru-3-to-5-years-100823500788,30+ Days Ago
Software Engineer,Accenture,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,Center Of ExcellenceTeam ManagementBusiness IntelligenceAzure AnalyticsPower BidirectorBi ToolsSupport sales/presales teams,https://www.naukri.com/job-listings-sap-co-management-accounting-technology-consulting-practitioner-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-061023911115,21 Days Ago
Associate,Infosys,0-3 Yrs,Not disclosed,Bangalore/Bengaluru,Core JavaCivilNoSQLbig data analyticsCloudTechnical LeadLCAAWS,https://www.naukri.com/job-listings-datastage-lead-infosys-limited-bangalore-bengaluru-5-to-8-years-061023910985,21 Days Ago
RCM (Reliability centered maintenance) Engineer,Infosys,1-2 Yrs,Not disclosed,Bangalore/Bengaluru,jQueryLINQBusiness AnalystCodingXMLJavascriptJSONSQL,https://www.naukri.com/job-listings-spark-scala-developer-infosys-limited-bangalore-bengaluru-5-to-8-years-061023907993,21 Days Ago
Senior Machine Learning Engineer,Accenture,0-5 Yrs,Not disclosed,Bangalore/Bengaluru,data cleansingRoot cause analysisData analysisExcelSkill developmentMS Office toolsData AnalystMS Office,https://www.naukri.com/job-listings-sap-fi-asset-accounting-technology-consulting-practitioner-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-051023912062,22 Days Ago
